OTU	P	RA	Group	Level	NegativeLogP
626	OTU623	0.786637211800553	1.18420321851736	Chloroflexi	nosig	0.104225513180033
627	OTU624	0.407975596014876	0.0800576280918904	Chloroflexi	nosig	0.389365814442122
628	OTU625	0.0900026462506503	0.168190596648492	Chloroflexi	nosig	1.04574472128112
629	OTU626	0.396190527570434	0.340854220185429	Chloroflexi	nosig	0.402095912121724
630	OTU627	0.310063706303481	3.83464944321895	Chloroflexi	nosig	0.508549065992886
631	OTU628	0.857944106683135	2.37176782721654	Chloroflexi	nosig	0.0665410046335541
632	OTU629	0.394281626830343	4.2616178071592	Chloroflexi	nosig	0.404193460188024
633	OTU630	0.339253901073243	2.92951098338235	Chloroflexi	nosig	0.469475149696693
634	OTU631	0.771178572438657	0.975096898863558	Chloroflexi	nosig	0.112845046015151
635	OTU632	0.852592893107794	3.06485184365883	Chloroflexi	nosig	0.0692582917885023
636	OTU633	0.485025483032223	4.47204157905653	Chloroflexi	nosig	0.314235443151262
637	OTU634	0.743150081241038	3.98188977113459	Chloroflexi	nosig	0.128923470394485
638	OTU635	0.148874704237096	2.5452595280949	Chloroflexi	nosig	0.827179088302279
639	OTU636	0.258984018838964	2.14398995501688	Chloroflexi	nosig	0.586727034158856
640	OTU637	0.956253685348202	3.28918737436179	Chloroflexi	nosig	0.019426878088466
641	OTU638	0.764435664180201	4.44430564657087	Chloroflexi	nosig	0.116659059456704
642	OTU639	0.828007614100352	4.46548153209733	Chloroflexi	nosig	0.0819656695598499
643	OTU640	0.446888246654998	0.933033162378706	Chloroflexi	nosig	0.34980106731324
644	OTU641	0.614146568451542	1.3246370025794	Chloroflexi	nosig	0.211727970432935
645	OTU642	0.808882379904389	0.61152059850283	Chloroflexi	nosig	0.0921146248305212
646	OTU643	0.893988217890728	3.99593684518477	Chloroflexi	nosig	0.0486682048492281
647	OTU644	0.415932013653219	0.592215519503225	Chloroflexi	nosig	0.380977651364172
648	OTU645	0.13580598004628	4.1539048890234	Chloroflexi	nosig	0.867081106020761
649	OTU646	0.644456455239561	3.86667916978477	Chloroflexi	nosig	0.190806421814162
650	OTU647	0.758354406431317	4.72126255237963	Chloroflexi	nosig	0.120127785414865
651	OTU648	0.13110953446012	2.36144008816918	Chloroflexi	nosig	0.882365724687845
652	OTU649	0.335491730645299	4.70228545515565	Chloroflexi	nosig	0.474318180053486
653	OTU650	0.633834049443249	3.93665556489723	Chloroflexi	nosig	0.198024434302996
654	OTU651	0.765285455051344	4.37930898130871	Chloroflexi	nosig	0.116176540755179
655	OTU652	0.921204276394565	2.00259013450705	Chloroflexi	nosig	0.0356440546306776
656	OTU653	0.501962980406825	0.543510845873971	Chloroflexi	nosig	0.299328310739194
657	OTU654	0.588763492833823	1.42095903112786	Chloroflexi	nosig	0.230059126918456
658	OTU655	0.749789328780025	3.62499915303197	Chloroflexi	nosig	0.125060744875964
659	OTU656	0.864575053215958	1.81371063812403	Chloroflexi	nosig	0.0631972999230667
660	OTU657	0.913689179252833	1.94442382283742	Chloroflexi	nosig	0.0392015183722532
661	OTU658	0.103563114092685	0.208244821825065	Chloroflexi	nosig	0.98479489901608
662	OTU659	0.527762888895813	2.63115417028312	Chloroflexi	nosig	0.277561151657487
663	OTU660	0.383017534390092	0.649335655977484	Chloroflexi	nosig	0.416781343747957
664	OTU661	0.85327831680188	4.43166167367017	Chloroflexi	nosig	0.0689092903604962
665	OTU662	0.816113405639771	0.419499180081766	Chloroflexi	nosig	0.0882494882786569
666	OTU663	0.161464665923268	3.9319283365272	Chloroflexi	nosig	0.791922501651629
667	OTU664	0.727052227244712	4.27795489772689	Chloroflexi	nosig	0.138434390806035
668	OTU665	0.273505415127147	0.234031944640446	Chloroflexi	nosig	0.563034070659408
669	OTU666	0.121208913635928	1.41196037201444	Chloroflexi	nosig	0.916465441221276
670	OTU667	0.938863839872647	3.22824624789646	Chloroflexi	nosig	0.0273973873715099
671	OTU668	0.199309433891904	3.93613787969807	Chloroflexi	nosig	0.700472144399203
672	OTU669	0.664704482525121	2.0303104239516	Chloroflexi	nosig	0.177371392492053
673	OTU670	0.214841858844738	4.67974653209094	Chloroflexi	nosig	0.667881098697766
674	OTU671	0.0690703087369911	1.98305900532287	Chloroflexi	nosig	1.16070860273901
675	OTU672	0.545248154026922	2.14859857034171	Chloroflexi	nosig	0.26340579607898
676	OTU673	0.13196399861481	1.46778742034221	Chloroflexi	nosig	0.879544533456814
677	OTU674	0.318852228752803	3.0781546222046	Chloroflexi	nosig	0.496410542980753
678	OTU675	0.449413155973889	2.81612305621384	Chloroflexi	nosig	0.347354218336038
679	OTU676	0.607914217968937	0.247837318549864	Gemdfimonadetes	nosig	0.216157699166563
680	OTU677	0.816359708120581	3.7391456368845	Gemdfimonadetes	nosig	0.0881184382684551
681	OTU678	0.241895448416471	1.07211273253197	Gemdfimonadetes	nosig	0.616372303387635
682	OTU679	0.486453438131139	3.29965502717532	Gemdfimonadetes	nosig	0.312958722775807
683	OTU680	0.475735958176665	2.63595262272283	Gemdfimonadetes	nosig	0.32263402148842
684	OTU681	0.747060370293912	3.18551109498367	Gemdfimonadetes	nosig	0.126644301228612
685	OTU682	0.729017070028931	3.10693751244107	Gemdfimonadetes	nosig	0.137262302501536
686	OTU683	0.839660879934672	1.46023295979248	Gemdfimonadetes	nosig	0.0758960802597789
687	OTU684	0.892237814853434	1.15784575109137	Gemdfimonadetes	nosig	0.0495193744208314
688	OTU685	0.955012345290743	2.71814580882201	Gemdfimonadetes	nosig	0.0199910143251611
689	OTU686	0.573085885762703	4.9820412874571	Gemdfimonadetes	nosig	0.241780287425791
690	OTU687	0.546218977810349	1.67813685754081	Gemdfimonadetes	nosig	0.262633214824018
691	OTU688	0.212163342535496	1.65051363724051	Gemdfimonadetes	nosig	0.673329651112395
692	OTU689	0.505307981977239	0.224851413420402	Gemdfimonadetes	nosig	0.296443841478195
693	OTU690	0.291129756672308	2.65177867001621	Gemdfimonadetes	nosig	0.535913402606136
694	OTU691	0.0877916051656939	3.00419422930572	Gemdfimonadetes	nosig	1.05654701034129
695	OTU692	0.653060484293383	3.72332896296866	Gemdfimonadetes	nosig	0.185046593949439
696	OTU693	0.562582868337631	4.76654379146639	Gemdfimonadetes	nosig	0.249813497019227
697	OTU694	0.183098372432869	2.47362512736581	Gemdfimonadetes	nosig	0.737315516138312
698	OTU695	0.319526187994052	0.46227236011764	Gemdfimonadetes	nosig	0.495493541777178
699	OTU696	0.603879065450747	1.33664359502727	Gemdfimonadetes	nosig	0.219050025726691
700	OTU697	0.206774597591721	4.38049079675693	Gemdfimonadetes	nosig	0.68450281569109
701	OTU698	0.141486055159476	4.26769272506936	Gemdfimonadetes	nosig	0.84928636201763
702	OTU699	0.457182436785661	4.22237808965147	Gemdfimonadetes	nosig	0.339910461902263
703	OTU700	0.387973487447016	4.73717318942072	Gemdfimonadetes	nosig	0.411197951335876
704	OTU701	0.852686862868723	3.2807740920689	Gemdfimonadetes	nosig	0.069210428030623
705	OTU702	0.297125849977601	2.46637004786171	Gemdfimonadetes	nosig	0.527059562890843
706	OTU703	0.0719872675719671	0.979395668336656	Gemdfimonadetes	nosig	1.14274431068291
707	OTU704	0.869279562693555	3.57951365084155	Gemdfimonadetes	nosig	0.060840530789813
708	OTU705	0.367858563142363	0.471096354932524	Gemdfimonadetes	nosig	0.434319129842522
709	OTU706	0.650199428130873	2.3329370577354	Gemdfimonadetes	nosig	0.186953416814232
710	OTU707	0.569104945810977	4.68274116774555	Gemdfimonadetes	nosig	0.244807640135687
711	OTU708	0.407622268528212	4.23420365593629	Gemdfimonadetes	nosig	0.389742098378197
712	OTU709	0.226579364330973	3.59512424875284	Gemdfimonadetes	nosig	0.644779645952235
713	OTU710	0.457493561611045	0.662841424101498	Gemdfimonadetes	nosig	0.339615013458671
714	OTU711	0.64923491863301	2.99439593338175	Gemdfimonadetes	nosig	0.187598130001372
715	OTU712	0.544800233689603	4.9497713670833	Gemdfimonadetes	nosig	0.263762714806572
716	OTU713	0.676640270336065	3.09627201486146	Gemdfimonadetes	nosig	0.169642158684763
717	OTU714	0.74289288475411	1.40173445161199	Gemdfimonadetes	nosig	0.129073801197442
718	OTU715	0.51248172968626	0.365348873753101	Gemdfimonadetes	nosig	0.290321612882699
719	OTU716	0.415233784879092	0.407901214109734	Firmicutes	nosig	0.381707317997656
720	OTU717	0.0564918334013782	4.37388050950831	Firmicutes	nosig	1.24801433032331
721	OTU718	0.0535000162082724	1.84598373366753	Firmicutes	nosig	1.27164608640565
722	OTU719	0.995189618133008	4.73082963832421	Firmicutes	nosig	0.00209416321099783
723	OTU720	0.152492536162026	2.81367875295691	Firmicutes	nosig	0.816751412598987
724	OTU721	0.44773570044199	2.58767269690288	Firmicutes	nosig	0.348978275536565
725	OTU722	0.731990319280885	4.74146973454626	Firmicutes	nosig	0.135494662535452
726	OTU723	0.75541217563441	0.593517898046412	Firmicutes	nosig	0.121816019550559
727	OTU724	0.878398882527836	4.10359237515368	Firmicutes	nosig	0.0563082253897749
728	OTU725	0.627474562998395	1.91784342853352	Firmicutes	nosig	0.202403875222778
729	OTU726	0.768393183744047	2.80537318671122	Firmicutes	nosig	0.114416496329185
730	OTU727	0.85487923315959	1.60366237412673	Firmicutes	nosig	0.0680952327301236
731	OTU728	0.632140666525811	0.457597257546149	Firmicutes	nosig	0.19918626997969
732	OTU729	0.803562959388364	3.91069083426846	Firmicutes	nosig	0.0949800904703194
733	OTU730	0.0717119492823258	1.00651190566132	Firmicutes	nosig	1.14440847229605
734	OTU731	0.446068822173402	3.29514806453371	Firmicutes	nosig	0.350598130560754
735	OTU732	0.881138268089853	2.20397791397991	Firmicutes	nosig	0.0549559368129754
736	OTU733	0.664979664783459	1.02588421643013	Firmicutes	nosig	0.177191635309474
737	OTU734	0.92825503742788	4.97356908991933	Firmicutes	nosig	0.0323326852785392
738	OTU735	0.213613841228653	2.26137718878454	Firmicutes	nosig	0.670370610377218
739	OTU736	0.350022149679717	0.205561987834517	Firmicutes	nosig	0.455904472280278
740	OTU737	0.814043465291616	4.6882319627679	Firmicutes	nosig	0.0893524056361811
741	OTU738	0.989515240630135	4.3613705737167	Firmicutes	nosig	0.00457751235137434
742	OTU739	0.356266274279915	3.02616910277866	Firmicutes	nosig	0.44822528791387
743	OTU740	0.051132046978455	1.53012650890741	Firmicutes	nosig	1.29130682073615
744	OTU741	0.99256208834704	4.05626406209776	Firmicutes	nosig	0.00324231702517481
745	OTU742	0.19093477219576	4.76310480608372	Firmicutes	nosig	0.719114972614394
746	OTU743	0.0968960823258385	4.26766715775011	Firmicutes	nosig	1.01369378186219
747	OTU744	0.617485808487982	0.680183192528784	Firmicutes	nosig	0.209373019228108
748	OTU745	0.355262021301314	4.84596763143782	Firmicutes	nosig	0.449451217562365
749	OTU746	0.551532550307456	2.80764999313978	Firmicutes	nosig	0.258428851307647
750	OTU747	0.805650919349864	0.076554014463909	Firmicutes	nosig	0.0938530929834592
751	OTU748	0.11548596698558	0.722031402413268	Firmicutes	nosig	0.937470784871313
752	OTU749	0.710269662446808	0.0789431527489796	Firmicutes	nosig	0.148576734832832
753	OTU750	0.951199931977317	4.09352660777513	Firmicutes	nosig	0.021728189446847
754	OTU751	0.313880851515569	3.92170975992922	Firmicutes	nosig	0.503235177880027
755	OTU752	0.286936255975161	4.65877811480314	Firmicutes	nosig	0.542214572788773
756	OTU753	0.201463706127834	1.87501491756411	Firmicutes	nosig	0.695803181027157
757	OTU754	0.11804855321534	4.87355162715539	Firmicutes	nosig	0.927939331198086
758	OTU755	0.579565703950357	4.12753122535069	Firmicutes	nosig	0.236897322003139
759	OTU756	0.515345199021976	3.94787187316688	Firmicutes	nosig	0.287901765505191
760	OTU757	0.519577743799891	3.13298788160319	Firmicutes	nosig	0.284349460277819
761	OTU758	0.893953005911317	4.83840689776698	Firmicutes	nosig	0.0486853109689972
762	OTU759	0.0848691418184899	2.52459652870893	Firmicutes	nosig	1.0712501893089
763	OTU760	0.243556622881442	4.47379321818007	Firmicutes	nosig	0.613400056436051
764	OTU761	0.538092082203366	2.03516407248098	Firmicutes	nosig	0.269143398365485
765	OTU762	0.274522894551046	2.26533096771454	Firmicutes	nosig	0.561421430585244
766	OTU763	0.596663886366878	4.68210645650979	Firmicutes	nosig	0.224270247435305
767	OTU764	0.508145015896298	3.43249437697232	Firmicutes	nosig	0.294012329810481
768	OTU765	0.590885054296814	0.139907494257204	Firmicutes	nosig	0.228496994820655
769	OTU766	0.186944699345622	0.869357252458576	Firmicutes	nosig	0.728286844377548
770	OTU767	0.188423324446194	2.50438076955033	Firmicutes	nosig	0.724865338001284
771	OTU768	0.441668957343791	2.16134937877068	Firmicutes	nosig	0.354903124010938
772	OTU769	0.69885976833757	4.96066294711782	Firmicutes	nosig	0.155609960086918
773	OTU770	0.670756429398898	4.45030311339069	Firmicutes	nosig	0.173435155794926
774	OTU771	0.920187016390264	1.76148908776231	Firmicutes	nosig	0.0361238988150215
775	OTU772	0.822457475867122	3.54392841880908	Firmicutes	nosig	0.0848865474493322
776	OTU773	0.692095501173753	4.54818720095791	Firmicutes	nosig	0.159833973793147
777	OTU774	0.81712415383663	3.39764979159227	Firmicutes	nosig	0.0877119517543688
778	OTU775	0.171661198628135	3.21354634282179	Firmicutes	nosig	0.765327859329633
779	OTU776	0.288239607284777	0.790542408882175	Firmicutes	nosig	0.540246342594378
780	OTU777	0.364969642017968	3.02557068067836	Firmicutes	nosig	0.437743258426799
781	OTU778	0.436905825452413	1.40011861755047	Firmicutes	nosig	0.359612164617575
782	OTU779	0.65359919811599	2.31637418667087	Firmicutes	nosig	0.184688489300021
783	OTU780	0.818181442655623	1.15015281165252	Firmicutes	nosig	0.0871503750498902
784	OTU781	0.295861141290516	1.31186150850263	Firmicutes	nosig	0.528912071781977
785	OTU782	0.828493782901205	3.28575424950104	Firmicutes	nosig	0.0817107462209037
786	OTU783	0.064703785511665	2.38636614760617	Firmicutes	nosig	1.18907031007729
787	OTU784	0.671680728264619	0.846767026488669	Firmicutes	nosig	0.172837112217016
788	OTU785	0.821133605064824	1.39679765627952	Firmicutes	nosig	0.0855861739138484
789	OTU786	0.488300480460748	3.57913266044343	Firmicutes	nosig	0.311312848393843
790	OTU787	0.243246246560011	3.08610057829646	Firmicutes	nosig	0.613953852440297
791	OTU788	0.0678298063226976	0.704003732791171	Firmicutes	nosig	1.16857942299253
792	OTU789	0.318976062361617	0.396535903366748	Firmicutes	nosig	0.496241907457974
793	OTU790	0.919508994347416	4.83301181423012	Firmicutes	nosig	0.0364440182732704
794	OTU791	0.937011694489047	1.8729378759861	Planctomycetes	nosig	0.0282549888130029
795	OTU792	0.56540503303986	3.40339771888684	Planctomycetes	nosig	0.247640329890168
796	OTU793	0.258451418683398	4.23746106540784	Planctomycetes	nosig	0.587621079574137
797	OTU794	0.514956413814798	1.24616940731648	Planctomycetes	nosig	0.288229528319563
798	OTU795	0.811091299343389	0.223997405718546	Planctomycetes	nosig	0.0909302572939819
799	OTU796	0.437249124888331	2.99643917179201	Planctomycetes	nosig	0.359271051046654
800	OTU797	0.148525988543406	4.18914608363994	Planctomycetes	nosig	0.828197548410843
801	OTU798	0.316536916024052	1.84313359070802	Planctomycetes	nosig	0.499575633227622
802	OTU799	0.393392909551039	1.69433324026177	Planctomycetes	nosig	0.4051734719983
803	OTU800	0.296282599004917	3.24144483708078	Planctomycetes	nosig	0.528293854352078
804	OTU801	0.497147741890512	4.79514492715243	Planctomycetes	nosig	0.30351452886661
805	OTU802	0.397553199587855	3.00120796088595	Planctomycetes	nosig	0.400604746903116
806	OTU803	0.165208451554645	2.57588608897058	Planctomycetes	nosig	0.781967739281621
807	OTU804	0.0946439965046011	0.818557472783141	Planctomycetes	nosig	1.02390692916574
808	OTU805	0.299656488979235	4.23696247732732	Planctomycetes	nosig	0.523376313337555
809	OTU806	0.970209109573625	1.11118310688762	Planctomycetes	nosig	0.0131346519744526
810	OTU807	0.514070708246436	3.36587256189669	Planctomycetes	nosig	0.288977141531448
811	OTU808	0.50393092824379	3.10789443367394	Planctomycetes	nosig	0.297628986447927
812	OTU809	0.76135323708877	0.297498896124307	Planctomycetes	nosig	0.118413801409208
813	OTU810	0.684258219751064	4.74952393914573	Planctomycetes	nosig	0.164779976861079
814	OTU811	0.0969448169227689	2.93363255648874	Planctomycetes	nosig	1.01347540517231
815	OTU812	0.710349982185289	4.31172396842157	Planctomycetes	nosig	0.148527626094431
816	OTU813	0.395098488393705	2.61641288427636	Planctomycetes	nosig	0.403294631881521
817	OTU814	0.889926927012857	1.36733104309533	Planctomycetes	nosig	0.0506456523415642
818	OTU815	0.786532368161716	3.00701943421736	Planctomycetes	nosig	0.104283400154784
819	OTU816	0.182243459264282	3.98810161665315	Planctomycetes	nosig	0.739348049602054
820	OTU817	0.330258807679638	3.46196588602616	Planctomycetes	nosig	0.481145591349594
821	OTU818	0.169778646156192	2.4291266407934	Planctomycetes	nosig	0.770116933878384
822	OTU819	0.610406542592682	2.35635047439719	Planctomycetes	nosig	0.214380820078288
823	OTU820	0.583591828413773	3.11114105909364	Planctomycetes	nosig	0.233890797826654
824	OTU821	0.704285064118449	2.27388904581312	Planctomycetes	nosig	0.152251521659806
825	OTU822	0.345707268582191	3.03340228686575	Planctomycetes	nosig	0.461291489210988
826	OTU823	0.625307499396149	0.072814421763178	Planctomycetes	nosig	0.203906362736516
827	OTU824	0.991482602979522	4.97522283700528	Planctomycetes	nosig	0.00371490172724156
828	OTU825	0.756044669437688	2.06198911966057	Planctomycetes	nosig	0.121452544290871
829	OTU826	0.122064273827709	0.633860603813082	Planctomycetes	nosig	0.913411428191513
830	OTU827	0.478610461088829	4.35421852184227	Planctomycetes	nosig	0.320017813153626
831	OTU828	0.100860087818	2.72395513502415	Planctomycetes	nosig	0.996280658040296
832	OTU829	0.372577738342807	4.41390845626593	Planctomycetes	nosig	0.428783097919937
833	OTU830	0.747254541376606	0.235822203278076	Planctomycetes	nosig	0.126531436892487
834	OTU831	0.0539015934453346	4.41309811262181	Planctomycetes	nosig	1.26839839595821
835	OTU832	0.783314008195884	3.62563086543232	Planctomycetes	nosig	0.106064106793566
836	OTU833	0.489826450648252	3.86056096814573	Planctomycetes	nosig	0.309957766658398
837	OTU834	0.734798332524952	4.32478885933524	Planctomycetes	nosig	0.133831837907919
838	OTU835	0.683180431346409	2.52867341086967	Planctomycetes	nosig	0.165464581838937
839	OTU836	0.593470034596976	4.63302692038706	Planctomycetes	nosig	0.226601204489881
840	OTU837	0.718622302555013	1.07996961791068	Planctomycetes	nosig	0.143499308525369
841	OTU838	0.674360007455107	0.184172689414118	Planctomycetes	nosig	0.171108193212155
842	OTU839	0.324884537793696	1.61317570692627	Planctomycetes	nosig	0.488270957509034
843	OTU840	0.142377482890151	3.31755563584156	Planctomycetes	nosig	0.846558689279202
844	OTU841	0.964300255023409	1.60772193864686	Planctomycetes	nosig	0.0157877183829771
845	OTU842	0.749517327663489	4.72508386968402	Planctomycetes	nosig	0.125218322493287
846	OTU843	0.632087295141537	3.9059043702553	Planctomycetes	nosig	0.199222938837521
847	OTU844	0.163932436786126	1.73018466907088	Planctomycetes	nosig	0.785335105468872
848	OTU845	0.572746094164904	2.43414901011856	Planctomycetes	nosig	0.242037863794459
849	OTU846	0.299618463916704	2.1091742538847	Planctomycetes	nosig	0.523431426853558
850	OTU847	0.903442789637484	3.89285280237673	Planctomycetes	nosig	0.0440993438572506
851	OTU848	0.0587209485122003	2.45286367927911	Planctomycetes	nosig	1.23120693793041
852	OTU849	0.274423189135268	0.125730565562844	Planctomycetes	nosig	0.561579192936233
853	OTU850	0.173542365571484	3.23013391105924	Planctomycetes	nosig	0.760594486936996
854	OTU851	0.359921489376575	1.21240842494881	Planctomycetes	nosig	0.443792222702321
855	OTU852	0.740078943863045	3.74777812113753	Planctomycetes	nosig	0.1307219518157
856	OTU853	0.992157973628491	1.51325650385115	Planctomycetes	nosig	0.00341917299404366
857	OTU854	0.729376851371489	4.53578004846349	Planctomycetes	nosig	0.137048024242909
858	OTU855	0.529217820439953	4.27395388886798	Planctomycetes	nosig	0.276365540167772
859	OTU856	0.464245288236998	2.33672069597524	Planctomycetes	nosig	0.333252495349207
860	OTU857	0.951383988081943	0.403173828998115	Planctomycetes	nosig	0.0216441620880467
861	OTU858	0.164172413258348	2.91012843600474	Planctomycetes	nosig	0.784699817839065
862	OTU859	0.121387917781249	2.9189177033375	Planctomycetes	nosig	0.9158245381542
863	OTU860	0.894570418156218	4.9682050458272	Planctomycetes	nosig	0.0483854672676926
864	OTU861	0.453229490306694	1.70960835124133	Planctomycetes	nosig	0.343681839627737
865	OTU862	0.0902426448417828	3.3506687821704	Planctomycetes	nosig	1.04458818482173
866	OTU863	0.665070036461111	4.69585220983718	Planctomycetes	nosig	0.177132618084857
867	OTU864	0.495188204327133	2.89554133301135	Planctomycetes	nosig	0.305229709013484
868	OTU865	0.637029817153234	3.47397149883909	Planctomycetes	nosig	0.195840239372574
869	OTU866	0.30727466091048	0.494305005995557	Planctomycetes	nosig	0.512473251915718
870	OTU867	0.199430522322655	4.33897326091537	Planctomycetes	nosig	0.700208373296787
871	OTU868	0.158541556703858	2.53064001416787	Planctomycetes	nosig	0.799856881827138
872	OTU869	0.53229871999938	1.15511860648403	Planctomycetes	nosig	0.273844578159153
873	OTU870	0.570630673132837	2.09147524602013	Planctomycetes	nosig	0.243644887403267
874	OTU871	0.183613879978657	4.43721608388005	Planctomycetes	nosig	0.73609449214188
875	OTU872	0.211280597583391	2.50318751427112	Planctomycetes	nosig	0.675140383446333
876	OTU873	0.773886057001073	3.38013095242204	Planctomycetes	nosig	0.111322977893918
877	OTU874	0.551025193580426	1.44839696788695	Planctomycetes	nosig	0.258828544192087
878	OTU875	0.867939889698755	4.09443859949242	Planctomycetes	nosig	0.0615103514088802
879	OTU876	0.689877238485497	1.26819230018882	Planctomycetes	nosig	0.161228183743391
880	OTU877	0.0623889782000333	1.87974865993019	Planctomycetes	nosig	1.20489212713965
881	OTU878	0.70853895629989	1.2158457553247	Planctomycetes	nosig	0.149636266741899
882	OTU879	0.897128045547288	4.68199678349774	Planctomycetes	nosig	0.0471455664253526
883	OTU880	0.650257666560356	2.10463030022802	Planctomycetes	nosig	0.186914518754958
884	OTU881	0.151929922192357	0.730374556675088	Planctomycetes	nosig	0.818356684575174
885	OTU882	0.925011943653226	4.57610537896398	Planctomycetes	nosig	0.0338526596618298
886	OTU883	0.691594262095168	1.77082481159596	Planctomycetes	nosig	0.16014861856576
887	OTU884	0.191164026968181	4.27200783485314	Planctomycetes	nosig	0.718593829419087
888	OTU885	0.758074750180822	0.756044134823605	Planctomycetes	nosig	0.120287968523014
889	OTU886	0.945468918781262	1.82919271138962	Planctomycetes	nosig	0.0243527435229697
890	OTU887	0.449744206841569	1.26525008422323	Planctomycetes	nosig	0.347034422096792
891	OTU888	0.332836924260482	0.277234435279388	Planctomycetes	nosig	0.477768499950298
892	OTU889	0.29645533664152	3.9335121157812	Planctomycetes	nosig	0.528040727295394
893	OTU890	0.261737251060549	1.03590008581523	Planctomycetes	nosig	0.582134463150159
894	OTU891	0.587371626286767	1.98965870905668	Planctomycetes	nosig	0.231087036438876
895	OTU892	0.768817626184318	1.6516331110266	Planctomycetes	nosig	0.114176668436759
896	OTU893	0.686123368621338	3.03042423009174	Planctomycetes	nosig	0.163597788820411
897	OTU894	0.569196654576808	2.72929481386673	Planctomycetes	nosig	0.244737661123069
898	OTU895	0.820890474878252	4.95457747681066	Planctomycetes	nosig	0.0857147835980474
899	OTU896	0.771208461944479	1.30626569315791	Planctomycetes	nosig	0.112828213861927
900	OTU897	0.0690650428878143	3.68958597130841	Planctomycetes	nosig	1.16074171416508
901	OTU898	0.411858515127096	4.88916039718315	Planctomycetes	nosig	0.385251950599365
902	OTU899	0.0983361079357565	2.81232889669482	Planctomycetes	nosig	1.0072869847328
903	OTU900	0.808007790416013	1.99390538961161	Planctomycetes	nosig	0.0925844519501959
904	OTU901	0.927514252532273	4.1322118334705	Planctomycetes	nosig	0.0326794081295613
905	OTU902	0.565468451939523	0.606303081288934	Planctomycetes	nosig	0.247591619793828
906	OTU903	0.859746370161883	2.70210062526166	Planctomycetes	nosig	0.0656296490877948
907	OTU904	0.604384720127564	2.24696634516586	Planctomycetes	nosig	0.218686523896491
908	OTU905	0.684907461330295	1.40608820280759	Planctomycetes	nosig	0.164368102592958
909	OTU906	0.535748866689391	0.828919802163728	Planctomycetes	nosig	0.27103873898154
910	OTU907	0.774613059824333	4.36559846487362	Planctomycetes	nosig	0.110915185168385
911	OTU908	0.908194173511583	2.83212203903822	Others	nosig	0.0418212886273942
912	OTU909	0.829450786567759	2.77591430342291	Others	nosig	0.0812093766753123
913	OTU910	0.117860257136635	2.9822081637918	Others	nosig	0.928632615736202
914	OTU911	0.0537015259033069	3.65267367047491	Others	nosig	1.27001337385406
915	OTU912	0.0995886850636452	3.21268015883397	Others	nosig	1.00179000187317
916	OTU913	0.873232170753181	3.09152831594693	Others	nosig	0.0588702728217871
917	OTU914	0.597432910476346	0.309463410370517	Others	nosig	0.22371085731844
918	OTU915	0.348150443437044	2.84753087710124	Others	nosig	0.458233047329882
919	OTU916	0.961492494598497	2.95733983251266	Others	nosig	0.0170541015109713
920	OTU917	0.61163406916894	3.16140702186385	Others	nosig	0.213508331565829
921	OTU918	0.554838868998922	3.12835869279224	Others	nosig	0.25583312221942
922	OTU919	0.414739837963134	0.457236708095297	Others	nosig	0.382224246341826
923	OTU920	0.35357556801755	0.434330930188298	Others	nosig	0.451517752261196
924	OTU921	0.817966942524072	3.45111871457193	Others	nosig	0.0872642476361149
925	OTU922	0.089823523547966	4.16000278225401	Others	nosig	1.04660991267317
926	OTU923	0.395555559988134	0.772253882070072	Others	nosig	0.402792506599765
927	OTU924	0.863767118623946	3.92847385792993	Others	nosig	0.0636033324394573
928	OTU925	0.713049249572214	2.45792789169354	Others	nosig	0.146880472842693
929	OTU926	0.700262149330229	4.94686227199854	Others	nosig	0.154739347565008
930	OTU927	0.380614300095476	2.52056952494895	Others	nosig	0.41951489882386
931	OTU928	0.57694773793919	2.83318964864593	Others	nosig	0.238863525063656
932	OTU929	0.180381436680909	1.92237225201679	Others	nosig	0.743808158378701
933	OTU930	0.795684978505596	2.61725412675878	Others	nosig	0.0992588407747995
934	OTU931	0.892519443004858	0.417704771249555	Others	nosig	0.0493823142659126
935	OTU932	0.243891089130193	2.71543810362928	Others	nosig	0.612804066895297
936	OTU933	0.782091813383158	4.80725195407867	Others	nosig	0.106742260105012
937	OTU934	0.616544812719803	2.66266019092873	Others	nosig	0.21003535181824
938	OTU935	0.959786255285144	2.21393928684993	Others	nosig	0.0178254737165364
939	OTU936	0.200753977731802	0.209721633011941	Others	nosig	0.697335840869419
940	OTU937	0.549675560439937	0.236784194409847	Others	nosig	0.259893572115641
941	OTU938	0.879493799153715	0.284374055010267	Others	nosig	0.0557672181767507
942	OTU939	0.876220766769256	0.846747226337902	Others	nosig	0.057386458089573
943	OTU940	0.0725042110774666	2.37203209699364	Others	nosig	1.13963676867597
944	OTU941	0.977095208805986	4.03932367545785	Others	nosig	0.010063116276639
945	OTU942	0.515712988295127	1.43895770470845	Others	nosig	0.287591930695533
946	OTU943	0.419711806881241	3.78618072676472	Others	nosig	0.377048813511293
947	OTU944	0.446677211893257	2.63303778351983	Others	nosig	0.350006203340694
948	OTU945	0.138279529474676	1.48028860626509	Others	nosig	0.859242106905879
949	OTU946	0.20371874968987	0.136017147265375	Others	nosig	0.690968997940865
950	OTU947	0.435145670408383	3.35833017275436	Others	nosig	0.36136533324266
951	OTU948	0.374723721959162	0.381531025259756	Others	nosig	0.426288812938062
